INSERT INTO public.rents (rent_date, cust_id, emp_id, return_date, status)
VALUES
    ('2025-01-01', 20236630, 19947586, '2025-01-08', 'Returned'),
    ('2025-03-16', 20239089, 19949315, '2025-03-22', 'Draft'),
    ('2025-03-17', 20236317, 19940787, '2025-03-24', 'Returned'),
    ('2025-03-18', 20230966, 19940174, '2025-03-22', 'Draft'),
    ('2025-03-19', 20231153, 19943514, '2025-03-25', 'Confirmed'),
    ('2025-03-20', 20234486, 19948265, '2025-03-24', 'Confirmed'),
    ('2025-03-21', 20235145, 19941690, '2025-03-26', 'Confirmed'),
    ('2025-03-22', 20238188, 19946217, '2025-03-26', 'Confirmed'),
    ('2025-03-23', 20235363, 19948035, '2025-03-27', 'Confirmed'),
    ('2025-03-24', 20236843, 19942842, '2025-03-29', 'Confirmed'),
    ('2025-03-25', 20237533, 19947486, '2025-04-01', 'Returned'),
    ('2025-03-26', 20238421, 19946851, '2025-03-30', 'Confirmed'),
    ('2025-03-27', 20231349, 19948014, '2025-03-30', 'Returned'),
    ('2025-03-28', 20239529, 19942715, '2025-04-01', 'Draft'),
    ('2025-03-29', 20239342, 19941735, '2025-04-02', 'Returned'),
    ('2025-03-30', 20231458, 19947540, '2025-04-02', 'Confirmed'),
    ('2025-03-31', 20235631, 19945685, '2025-04-04', 'Returned'),
    ('2025-04-01', 20234804, 19942008, '2025-04-07', 'Confirmed'),
    ('2025-04-02', 20232703, 19948953, '2025-04-08', 'Draft'),
    ('2025-04-03', 20233683, 19945763, '2025-04-07', 'Confirmed'),
    ('2025-04-04', 20235214, 19948314, '2025-04-08', 'Confirmed'),
    ('2025-04-05', 20233726, 19948804, '2025-04-11', 'Confirmed'),
    ('2025-04-06', 20232516, 19942973, '2025-04-10', 'Returned'),
    ('2025-04-07', 20235560, 19940113, '2025-04-11', 'Draft'),
    ('2025-04-08', 20232998, 19942115, '2025-04-11', 'Draft'),
    ('2025-04-09', 20239385, 19943803, '2025-04-15', 'Confirmed'),
    ('2025-04-10', 20237763, 19943073, '2025-04-15', 'Returned'),
    ('2025-04-11', 20236149, 19946364, '2025-04-17', 'Draft'),
    ('2025-04-12', 20239474, 19949888, '2025-04-19', 'Confirmed'),
    ('2025-04-13', 20238924, 19948149, '2025-04-17', 'Returned'),
    ('2025-04-14', 20232893, 19947891, '2025-04-17', 'Draft'),
    ('2025-04-15', 20231456, 19946353, '2025-04-18', 'Draft'),
    ('2025-04-16', 20236479, 19949961, '2025-04-22', 'Returned'),
    ('2025-04-17', 20231805, 19949800, '2025-04-20', 'Confirmed'),
    ('2025-04-18', 20233336, 19948291, '2025-04-22', 'Returned'),
    ('2025-04-19', 20232488, 19949372, '2025-04-23', 'Confirmed'),
    ('2025-04-20', 20233613, 19948968, '2025-04-27', 'Draft'),
    ('2025-04-21', 20233065, 19943913, '2025-04-26', 'Returned'),
    ('2025-04-22', 20237295, 19947862, '2025-04-28', 'Returned'),
    ('2025-04-23', 20232875, 19944145, '2025-04-27', 'Draft'),
    ('2025-04-24', 20237311, 19940352, '2025-04-29', 'Draft'),
    ('2025-04-25', 20238087, 19943849, '2025-04-29', 'Confirmed'),
    ('2025-04-26', 20231862, 19940432, '2025-04-30', 'Confirmed'),
    ('2025-04-27', 20230320, 19947928, '2025-05-04', 'Confirmed'),
    ('2025-04-28', 20237461, 19941941, '2025-05-02', 'Confirmed'),
    ('2025-04-29', 20233744, 19941293, '2025-05-05', 'Draft'),
    ('2025-04-30', 20237492, 19943483, '2025-05-07', 'Confirmed'),
    ('2025-05-01', 20239220, 19945478, '2025-05-05', 'Confirmed'),
    ('2025-05-02', 20234931, 19943421, '2025-05-06', 'Confirmed'),
    ('2025-05-03', 20237639, 19944504, '2025-05-09', 'Draft'),
    ('2025-05-04', 20238865, 19945926, '2025-05-10', 'Draft'),
    ('2025-05-05', 20234834, 19948444, '2025-05-10', 'Confirmed'),
    ('2025-05-06', 20233480, 19942104, '2025-05-10', 'Confirmed'),
    ('2025-05-07', 20238629, 19942118, '2025-05-13', 'Confirmed'),
    ('2025-05-08', 20236485, 19943105, '2025-05-13', 'Confirmed'),
    ('2025-05-09', 20235891, 19943929, '2025-05-15', 'Returned'),
    ('2025-05-10', 20236528, 19940285, '2025-05-14', 'Confirmed'),
    ('2025-05-11', 20230539, 19947039, '2025-05-14', 'Confirmed'),
    ('2025-05-12', 20239407, 19940050, '2025-05-16', 'Draft'),
    ('2025-05-13', 20230912, 19946822, '2025-05-16', 'Confirmed'),
    ('2025-05-14', 20238134, 19949249, '2025-05-18', 'Confirmed'),
    ('2025-05-15', 20230617, 19941305, '2025-05-20', 'Draft'),
    ('2025-05-16', 20232153, 19943385, '2025-05-20', 'Returned'),
    ('2025-05-17', 20234612, 19948099, '2025-05-23', 'Returned'),
    ('2025-05-18', 20237798, 19942317, '2025-05-24', 'Draft'),
    ('2025-05-19', 20236055, 19949026, '2025-05-23', 'Draft'),
    ('2025-05-20', 20232376, 19947101, '2025-05-25', 'Confirmed'),
    ('2025-05-21', 20239988, 19943115, '2025-05-26', 'Confirmed'),
    ('2025-05-22', 20236366, 19947440, '2025-05-25', 'Confirmed'),
    ('2025-05-23', 20230758, 19946274, '2025-05-30', 'Confirmed'),
    ('2025-05-24', 20234619, 19940682, '2025-05-31', 'Confirmed'),
    ('2025-05-25', 20237854, 19948173, '2025-05-30', 'Draft'),
    ('2025-05-26', 20239001, 19947652, '2025-06-01', 'Draft'),
    ('2025-05-27', 20238651, 19946435, '2025-05-31', 'Draft'),
    ('2025-05-28', 20235816, 19947961, '2025-06-03', 'Confirmed'),
    ('2025-05-29', 20234787, 19950025, '2025-06-02', 'Draft'),
    ('2025-05-30', 20236658, 19942580, '2025-06-05', 'Returned'),
    ('2025-05-31', 20233733, 19949056, '2025-06-03', 'Returned'),
    ('2025-06-01', 20235933, 19949025, '2025-06-07', 'Returned'),
    ('2025-06-02', 20232571, 19948954, '2025-06-07', 'Returned'),
    ('2025-06-03', 20232821, 19941379, '2025-06-07', 'Draft'),
    ('2025-06-04', 20236805, 19946529, '2025-06-10', 'Confirmed'),
    ('2025-06-05', 20231454, 19940637, '2025-06-10', 'Returned'),
    ('2025-06-06', 20230874, 19945790, '2025-06-13', 'Draft'),
    ('2025-06-07', 20235109, 19947799, '2025-06-10', 'Draft'),
    ('2025-06-08', 20231790, 19942165, '2025-06-12', 'Confirmed'),
    ('2025-06-09', 20233552, 19943079, '2025-06-16', 'Returned'),
    ('2025-06-10', 20232554, 19949604, '2025-06-15', 'Confirmed'),
    ('2025-06-11', 20231735, 19940958, '2025-06-18', 'Returned'),
    ('2025-06-12', 20232164, 19944107, '2025-06-17', 'Draft'),
    ('2025-06-13', 20236718, 19945605, '2025-06-17', 'Returned'),
    ('2025-06-14', 20230589, 19940699, '2025-06-21', 'Draft'),
    ('2025-06-15', 20231991, 19946070, '2025-06-18', 'Draft'),
    ('2025-06-16', 20233558, 19940467, '2025-06-19', 'Draft'),
    ('2025-06-17', 20231893, 19946913, '2025-06-22', 'Confirmed'),
    ('2025-06-18', 20236275, 19942762, '2025-06-21', 'Returned'),
    ('2025-06-19', 20238024, 19949904, '2025-06-25', 'Confirmed'),
    ('2025-06-20', 20233571, 19942756, '2025-06-27', 'Returned'),
    ('2025-06-21', 20231248, 19940221, '2025-06-26', 'Returned'),
    ('2025-06-22', 20239050, 19943491, '2025-06-27', 'Confirmed'),
    ('2025-06-23', 20238962, 19943178, '2025-06-30', 'Draft'),
    ('2025-06-24', 20230684, 19940150, '2025-06-30', 'Draft'),
    ('2025-06-25', 20234834, 19943079, '2025-06-30', 'Draft'),
    ('2025-06-26', 20230416, 19946464, '2025-07-03', 'Draft'),
    ('2025-06-27', 20232745, 19940823, '2025-06-30', 'Returned'),
    ('2025-06-28', 20231564, 19940496, '2025-07-03', 'Returned'),
    ('2025-06-29', 20232196, 19949672, '2025-07-03', 'Returned'),
    ('2025-06-30', 20237055, 19949763, '2025-07-07', 'Returned'),
    ('2025-07-01', 20237980, 19943738, '2025-07-05', 'Returned'),
    ('2025-07-02', 20234154, 19946070, '2025-07-06', 'Draft'),
    ('2025-07-03', 20237994, 19942574, '2025-07-08', 'Returned'),
    ('2025-07-04', 20233496, 19943274, '2025-07-09', 'Confirmed'),
    ('2025-07-05', 20235790, 19942966, '2025-07-08', 'Returned'),
    ('2025-07-06', 20238888, 19942463, '2025-07-11', 'Confirmed'),
    ('2025-07-07', 20233008, 19946132, '2025-07-12', 'Draft'),
    ('2025-07-08', 20238071, 19947307, '2025-07-14', 'Confirmed'),
    ('2025-07-09', 20233705, 19941316, '2025-07-15', 'Draft'),
    ('2025-07-10', 20237736, 19943988, '2025-07-17', 'Returned'),
    ('2025-07-11', 20236730, 19942749, '2025-07-18', 'Returned'),
    ('2025-07-12', 20238466, 19940165, '2025-07-16', 'Confirmed'),
    ('2025-07-13', 20236159, 19946354, '2025-07-20', 'Confirmed'),
    ('2025-07-14', 20232546, 19947926, '2025-07-20', 'Confirmed'),
    ('2025-07-15', 20232355, 19945030, '2025-07-21', 'Draft'),
    ('2025-07-16', 20236448, 19945991, '2025-07-20', 'Draft'),
    ('2025-07-17', 20235140, 19944957, '2025-07-24', 'Returned'),
    ('2025-07-18', 20233638, 19946999, '2025-07-24', 'Draft'),
    ('2025-07-19', 20234768, 19949467, '2025-07-23', 'Draft'),
    ('2025-07-20', 20237416, 19942271, '2025-07-26', 'Confirmed'),
    ('2025-07-21', 20237700, 19940996, '2025-07-27', 'Confirmed'),
    ('2025-07-22', 20235720, 19943643, '2025-07-27', 'Confirmed'),
    ('2025-07-23', 20239547, 19948115, '2025-07-27', 'Returned'),
    ('2025-07-24', 20236504, 19940267, '2025-07-28', 'Confirmed'),
    ('2025-07-25', 20237022, 19949785, '2025-07-31', 'Returned'),
    ('2025-07-26', 20231346, 19946940, '2025-08-01', 'Confirmed'),
    ('2025-07-27', 20233762, 19949895, '2025-07-30', 'Draft'),
    ('2025-07-28', 20233660, 19946863, '2025-08-03', 'Confirmed'),
    ('2025-07-29', 20239342, 19947231, '2025-08-04', 'Confirmed'),
    ('2025-07-30', 20233210, 19946269, '2025-08-06', 'Draft'),
    ('2025-07-31', 20230671, 19946232, '2025-08-07', 'Draft'),
    ('2025-08-01', 20235322, 19946307, '2025-08-06', 'Draft'),
    ('2025-08-02', 20238134, 19946955, '2025-08-07', 'Returned'),
    ('2025-08-03', 20237896, 19945299, '2025-08-07', 'Draft'),
    ('2025-08-04', 20239284, 19940386, '2025-08-09', 'Confirmed'),
    ('2025-08-05', 20237268, 19941764, '2025-08-11', 'Draft'),
    ('2025-08-06', 20231286, 19942598, '2025-08-10', 'Confirmed'),
    ('2025-08-07', 20234506, 19943690, '2025-08-14', 'Returned'),
    ('2025-08-08', 20231039, 19942361, '2025-08-14', 'Confirmed'),
    ('2025-08-09', 20234065, 19941149, '2025-08-16', 'Returned'),
    ('2025-08-10', 20236301, 19945544, '2025-08-14', 'Confirmed'),
    ('2025-08-11', 20237786, 19949508, '2025-08-18', 'Confirmed'),
    ('2025-08-12', 20235071, 19941399, '2025-08-18', 'Returned'),
    ('2025-08-13', 20231926, 19947068, '2025-08-19', 'Confirmed'),
    ('2025-08-14', 20237329, 19946657, '2025-08-18', 'Draft'),
    ('2025-08-15', 20232305, 19940512, '2025-08-21', 'Confirmed'),
    ('2025-08-16', 20238961, 19941959, '2025-08-20', 'Confirmed'),
    ('2025-08-17', 20233167, 19940231, '2025-08-23', 'Confirmed'),
    ('2025-08-18', 20233502, 19943409, '2025-08-21', 'Returned'),
    ('2025-08-19', 20231945, 19946440, '2025-08-25', 'Draft'),
    ('2025-08-20', 20233016, 19943676, '2025-08-26', 'Confirmed'),
    ('2025-08-21', 20239320, 19940492, '2025-08-26', 'Draft'),
    ('2025-08-22', 20236893, 19947397, '2025-08-28', 'Confirmed'),
    ('2025-08-23', 20236450, 19941986, '2025-08-29', 'Draft'),
    ('2025-08-24', 20232095, 19945255, '2025-08-28', 'Draft'),
    ('2025-08-25', 20234254, 19943737, '2025-08-29', 'Draft'),
    ('2025-08-26', 20230580, 19941262, '2025-08-31', 'Draft'),
    ('2025-08-27', 20236758, 19948749, '2025-09-02', 'Returned'),
    ('2025-08-28', 20236296, 19942865, '2025-08-31', 'Draft'),
    ('2025-08-29', 20238608, 19944377, '2025-09-02', 'Draft'),
    ('2025-08-30', 20230105, 19947367, '2025-09-04', 'Draft'),
    ('2025-08-31', 20233200, 19942162, '2025-09-07', 'Draft'),
    ('2025-09-01', 20234269, 19945519, '2025-09-08', 'Draft'),
    ('2025-09-02', 20235265, 19941320, '2025-09-06', 'Draft'),
    ('2025-09-03', 20235281, 19947704, '2025-09-10', 'Confirmed'),
    ('2025-09-04', 20232607, 19942862, '2025-09-08', 'Returned'),
    ('2025-09-05', 20239465, 19947471, '2025-09-12', 'Confirmed'),
    ('2025-09-06', 20239614, 19946413, '2025-09-13', 'Returned'),
    ('2025-09-07', 20230201, 19941835, '2025-09-12', 'Draft'),
    ('2025-09-08', 20233547, 19949055, '2025-09-13', 'Draft'),
    ('2025-09-09', 20230351, 19941348, '2025-09-15', 'Draft'),
    ('2025-09-10', 20238600, 19947551, '2025-09-14', 'Confirmed'),
    ('2025-09-11', 20234425, 19944420, '2025-09-16', 'Confirmed'),
    ('2025-09-12', 20232781, 19946450, '2025-09-16', 'Returned'),
    ('2025-09-13', 20234229, 19946038, '2025-09-20', 'Returned'),
    ('2025-09-14', 20234907, 19944187, '2025-09-18', 'Draft'),
    ('2025-09-15', 20235570, 19946603, '2025-09-18', 'Confirmed'),
    ('2025-09-16', 20233939, 19945074, '2025-09-23', 'Draft'),
    ('2025-09-17', 20238560, 19942399, '2025-09-23', 'Draft'),
    ('2025-09-18', 20239217, 19941410, '2025-09-25', 'Draft'),
    ('2025-09-19', 20234535, 19943221, '2025-09-25', 'Returned'),
    ('2025-09-20', 20231957, 19949379, '2025-09-26', 'Draft'),
    ('2025-09-21', 20235803, 19946833, '2025-09-28', 'Returned'),
    ('2025-09-22', 20235690, 19940384, '2025-09-28', 'Draft'),
    ('2025-09-23', 20231610, 19943840, '2025-09-29', 'Returned'),
    ('2025-09-24', 20233426, 19948664, '2025-09-27', 'Confirmed'),
    ('2025-09-25', 20233373, 19946888, '2025-09-29', 'Returned'),
    ('2025-09-26', 20233356, 19941614, '2025-10-01', 'Returned'),
    ('2025-09-27', 20236288, 19946449, '2025-10-01', 'Draft'),
    ('2025-09-28', 20233581, 19949435, '2025-10-04', 'Draft'),
    ('2025-09-29', 20231286, 19944447, '2025-10-02', 'Returned'),
    ('2025-09-30', 20234355, 19948522, '2025-10-04', 'Draft'),
    ('2025-10-01', 20236230, 19945402, '2025-10-04', 'Returned'),
    ('2025-10-02', 20236350, 19946828, '2025-10-09', 'Confirmed'),
    ('2025-10-03', 20239605, 19945191, '2025-10-08', 'Draft'),
    ('2025-10-04', 20230922, 19943447, '2025-10-07', 'Confirmed'),
    ('2025-10-05', 20237294, 19947456, '2025-10-10', 'Returned'),
    ('2025-10-06', 20236801, 19941929, '2025-10-12', 'Draft'),
    ('2025-10-07', 20234204, 19940100, '2025-10-14', 'Confirmed'),
    ('2025-10-08', 20230392, 19946739, '2025-10-15', 'Draft'),
    ('2025-10-09', 20238033, 19942286, '2025-10-13', 'Returned'),
    ('2025-10-10', 20233934, 19949540, '2025-10-17', 'Draft'),
    ('2025-10-11', 20230753, 19943820, '2025-10-18', 'Returned'),
    ('2025-10-12', 20233204, 19948375, '2025-10-19', 'Returned'),
    ('2025-10-13', 20239519, 19941183, '2025-10-17', 'Confirmed'),
    ('2025-10-14', 20232252, 19948821, '2025-10-17', 'Returned'),
    ('2025-10-15', 20236112, 19943879, '2025-10-22', 'Draft'),
    ('2025-10-16', 20230369, 19943323, '2025-10-21', 'Returned'),
    ('2025-10-17', 20231899, 19948977, '2025-10-23', 'Draft'),
    ('2025-10-18', 20232955, 19947961, '2025-10-25', 'Confirmed'),
    ('2025-10-19', 20234112, 19948230, '2025-10-23', 'Returned'),
    ('2025-10-20', 20234116, 19940813, '2025-10-27', 'Confirmed'),
    ('2025-10-21', 20231991, 19948198, '2025-10-24', 'Draft'),
    ('2025-10-22', 20235198, 19941597, '2025-10-29', 'Draft'),
    ('2025-10-23', 20230066, 19943842, '2025-10-26', 'Returned'),
    ('2025-10-24', 20238095, 19945428, '2025-10-31', 'Confirmed'),
    ('2025-10-25', 20234955, 19941093, '2025-10-28', 'Confirmed'),
    ('2025-10-26', 20239921, 19941086, '2025-11-02', 'Draft'),
    ('2025-10-27', 20239399, 19944388, '2025-11-02', 'Draft'),
    ('2025-10-28', 20235738, 19940640, '2025-11-01', 'Confirmed'),
    ('2025-10-29', 20230473, 19941283, '2025-11-03', 'Draft'),
    ('2025-10-30', 20236401, 19944400, '2025-11-05', 'Returned'),
    ('2025-10-31', 20231615, 19947764, '2025-11-03', 'Returned'),
    ('2025-11-01', 20232342, 19943532, '2025-11-06', 'Returned'),
    ('2025-11-02', 20235155, 19944497, '2025-11-09', 'Returned'),
    ('2025-11-03', 20236328, 19941967, '2025-11-07', 'Returned'),
    ('2025-11-04', 20234585, 19949046, '2025-11-09', 'Returned'),
    ('2025-11-05', 20238201, 19946640, '2025-11-08', 'Draft'),
    ('2025-11-06', 20235525, 19944323, '2025-11-11', 'Draft'),
    ('2025-11-07', 20237291, 19946722, '2025-11-14', 'Returned'),
    ('2025-11-08', 20231313, 19946739, '2025-11-14', 'Confirmed'),
    ('2025-11-09', 20236374, 19946480, '2025-11-16', 'Returned'),
    ('2025-11-10', 20232572, 19943412, '2025-11-13', 'Returned'),
    ('2025-11-11', 20231533, 19944350, '2025-11-14', 'Returned'),
    ('2025-11-12', 20234143, 19942843, '2025-11-18', 'Confirmed'),
    ('2025-11-13', 20230326, 19942526, '2025-11-18', 'Returned'),
    ('2025-11-14', 20233233, 19946968, '2025-11-21', 'Confirmed'),
    ('2025-11-15', 20238388, 19948392, '2025-11-22', 'Confirmed'),
    ('2025-11-16', 20238728, 19949478, '2025-11-20', 'Confirmed'),
    ('2025-11-17', 20235716, 19946634, '2025-11-24', 'Confirmed'),
    ('2025-11-18', 20234354, 19945893, '2025-11-25', 'Draft'),
    ('2025-11-19', 20235498, 19947175, '2025-11-24', 'Draft'),
    ('2025-11-20', 20232883, 19942492, '2025-11-24', 'Confirmed'),
    ('2025-11-21', 20230022, 19948146, '2025-11-28', 'Draft'),
    ('2025-11-22', 20233867, 19943475, '2025-11-29', 'Confirmed'),
    ('2025-11-23', 20239858, 19949049, '2025-11-30', 'Draft'),
    ('2025-11-24', 20234197, 19947895, '2025-11-28', 'Confirmed'),
    ('2025-11-25', 20239752, 19946385, '2025-11-28', 'Draft'),
    ('2025-11-26', 20232583, 19949781, '2025-11-29', 'Draft'),
    ('2025-11-27', 20233577, 19948569, '2025-11-30', 'Returned'),
    ('2025-11-28', 20232764, 19942470, '2025-12-01', 'Returned'),
    ('2025-11-29', 20236204, 19947810, '2025-12-05', 'Returned'),
    ('2025-11-30', 20235360, 19948029, '2025-12-05', 'Returned'),
    ('2025-12-01', 20231380, 19940281, '2025-12-08', 'Returned'),
    ('2025-12-02', 20232483, 19946349, '2025-12-05', 'Confirmed'),
    ('2025-12-03', 20231128, 19940842, '2025-12-06', 'Confirmed'),
    ('2025-12-04', 20230456, 19940744, '2025-12-10', 'Draft'),
    ('2025-12-05', 20231076, 19946182, '2025-12-08', 'Draft'),
    ('2025-12-06', 20238230, 19943690, '2025-12-09', 'Draft'),
    ('2025-12-07', 20236243, 19947478, '2025-12-10', 'Confirmed'),
    ('2025-12-08', 20234512, 19940070, '2025-12-11', 'Draft'),
    ('2025-12-09', 20235571, 19942998, '2025-12-14', 'Confirmed'),
    ('2025-12-10', 20230788, 19943867, '2025-12-15', 'Returned'),
    ('2025-12-11', 20232763, 19949290, '2025-12-14', 'Draft'),
    ('2025-12-12', 20239915, 19943190, '2025-12-18', 'Returned'),
    ('2025-12-13', 20237191, 19942899, '2025-12-18', 'Draft'),
    ('2025-12-14', 20233895, 19942688, '2025-12-20', 'Returned'),
    ('2025-12-15', 20236769, 19942623, '2025-12-20', 'Confirmed'),
    ('2025-12-16', 20238441, 19943968, '2025-12-19', 'Returned'),
    ('2025-12-17', 20238470, 19946995, '2025-12-23', 'Confirmed'),
    ('2025-12-18', 20237493, 19947943, '2025-12-21', 'Confirmed'),
    ('2025-12-19', 20234098, 19944284, '2025-12-25', 'Draft'),
    ('2025-12-20', 20234308, 19942622, '2025-12-24', 'Draft'),
    ('2025-12-21', 20233870, 19943527, '2025-12-28', 'Confirmed'),
    ('2025-12-22', 20230861, 19948201, '2025-12-25', 'Confirmed'),
    ('2025-12-23', 20230429, 19944294, '2025-12-30', 'Returned'),
    ('2025-12-24', 20231480, 19946910, '2025-12-31', 'Returned'),
    ('2025-12-25', 20238044, 19946083, '2025-12-28', 'Confirmed'),
    ('2025-12-26', 20236618, 19945638, '2025-12-30', 'Draft'),
    ('2025-12-27', 20233282, 19945242, '2026-01-02', 'Confirmed'),
    ('2025-12-28', 20235365, 19946862, '2026-01-04', 'Returned'),
    ('2025-12-29', 20236858, 19949856, '2026-01-04', 'Returned'),
    ('2025-12-30', 20230654, 19946622, '2026-01-02', 'Confirmed'),
    ('2025-12-31', 20235604, 19949864, '2026-01-04', 'Confirmed'),
    ('2025-01-01', 20238315, 19946483, '2025-01-04', 'Returned'),
    ('2025-01-02', 20238822, 19948882, '2025-01-05', 'Returned'),
    ('2025-01-03', 20238913, 19949238, '2025-01-06', 'Draft'),
    ('2025-01-04', 20237655, 19941599, '2025-01-11', 'Draft'),
    ('2025-01-05', 20233179, 19943250, '2025-01-11', 'Draft'),
    ('2025-01-06', 20239320, 19949063, '2025-01-13', 'Draft'),
    ('2025-01-07', 20238975, 19944993, '2025-01-14', 'Confirmed'),
    ('2025-01-08', 20236420, 19944530, '2025-01-12', 'Draft'),
    ('2025-01-09', 20235474, 19941391, '2025-01-14', 'Returned'),
    ('2025-01-10', 20238250, 19944302, '2025-01-15', 'Returned'),
    ('2025-01-11', 20237606, 19941977, '2025-01-14', 'Draft'),
    ('2025-01-12', 20230279, 19947958, '2025-01-17', 'Confirmed'),
    ('2025-01-13', 20236096, 19944426, '2025-01-19', 'Confirmed'),
